scenario,n,p,method,time_mean,time_std,time_median,time_q05,time_q95,n_reps,skipped,fallback,mean,std,median,q05,q95
A,10000,100,dc,0.013134950533352214,0.0010541483728754855,0.012549979499908659,0.012346680450036729,0.015545341849929173,30,False,False,,,,,
A,10000,100,mic,6.0944303520666985,0.22960709481315067,6.089449997000202,5.763913725600014,6.433564475800266,30,False,True,,,,,
A,10000,100,pearson,0.0006955493665979399,3.6858727224354315e-05,0.0006899969998812594,0.0006424103999734144,0.0007615095497158109,30,False,False,,,,,
A,10000,100,spearman,0.002651753900014834,0.0005530421814053389,0.0024942385002759693,0.0022955179501195746,0.0038205126498723945,30,False,False,,,,,
A,30000,100,xi_n,203.8534205590333,0.7776016198906599,203.81305986599955,202.76840724034997,205.48005259155062,30,False,False,,,,,
A,30000,100,mi,0.16141950033331037,0.018060748270360406,0.15460717649966682,0.14612488094999207,0.19140493684999452,30,False,False,,,,,
A,30000,100,dc,,,,,,0,True,,,,,,
A,30000,100,mic,30.268182886500007,0.216104703507202,30.28183448850001,29.981653376349993,30.608836196949976,30,False,True,,,,,
A,30000,100,pearson,0.0007355239999924379,6.577611404733626e-05,0.000716821500077458,0.000692909249960394,0.0008467575499707887,30,False,False,,,,,
A,30000,100,spearman,0.007249678066674884,0.00037130101073891235,0.00721328900010576,0.006830673199954162,0.007798497999976916,30,False,False,,,,,
A,50000,100,xi_n,0.013879636999930275,0.0030237569097649256,0.01291098250021605,0.012106178649992217,0.02058307634933951,30,False,False,,,,,
A,50000,100,mi,0.2832405170001342,0.02924527609147144,0.2700289070007784,0.2601509549002913,0.3233102960501128,30,False,False,,,,,
A,50000,100,dc,,,,,,0,True,,,,,,
A,50000,100,mic,97.90146035479957,1.8556687718280187,97.08829191199948,96.23312796979954,100.3134796507995,5,False,True,,,,,
A,50000,100,pearson,0.000894374100122756,3.424108335982925e-05,0.0008849599989844137,0.0008671068500007095,0.0009565093505443654,30,False,False,,,,,
A,50000,100,spearman,0.012743425033295352,0.0011994087926874644,0.012403102499774832,0.011655030900692509,0.015096414999698026,30,False,False,,,,,
A,100000,100,xi_n,0.03081268456668719,0.008363858601542228,0.027573137999752362,0.025783199549914572,0.041714863299603167,30,False,False,,,,,
A,100000,100,mi,0.6068224386334502,0.03248995966581307,0.6044976224993661,0.5697703600997557,0.6595243466498687,30,False,False,,,,,
A,100000,100,dc,,,,,,0,True,,,,,,
A,100000,100,mic,,,,,,0,True,,,,,,
A,100000,100,pearson,0.0025558467998052945,0.001191577647730368,0.0023423174998242757,0.0013211490996582142,0.004587237049418036,30,False,False,,,,,
A,100000,100,spearman,0.02890803163354576,0.005621014784884986,0.026443669499712996,0.02458012655051789,0.04067733074980423,30,False,False,,,,,
B,1000,100,xi_n,0.00028207839980799086,1.9459037555603766e-05,0.00027365000096324366,0.0002610689497487328,0.0003136063999590988,30,False,False,,,,,
B,1000,100,mi,0.006547843133315231,0.0031871513290142256,0.004780312000548292,0.004501736549627822,0.012141115249778518,30,False,False,,,,,
B,1000,100,dc,0.0009414667998498772,0.00010772316965712289,0.0008961309995356714,0.0008702984005140024,0.0012065841497133079,30,False,False,,,,,
B,1000,100,mic,1.4402014969997254,0.025982473063615494,1.4397162549994391,1.408545724999931,1.4685793102002207,5,False,True,,,,,
B,1000,100,pearson,0.00036421966657750694,2.6989342966873433e-05,0.00035779700010607485,0.00033468049978182537,0.0004075074013599078,30,False,False,,,,,
B,1000,100,spearman,0.0004979171331190931,1.952632170005823e-05,0.000495348998811096,0.00047255234994736384,0.0005339394493603321,30,False,False,,,,,
B,5000,100,xi_n,0.0012075346667794898,0.00018605924585566062,0.0011162415003127535,0.0010500804493858596,0.0014637358503932771,30,False,False,,,,,
B,5000,100,mi,0.022786165833531415,0.00254018235595415,0.021710675000576884,0.020563400300034118,0.027171658099632623,30,False,False,,,,,
B,5000,100,dc,0.006543928566740457,0.001437163772491694,0.005726767500163987,0.005622805049461022,0.008994164099658516,30,False,False,,,,,
B,5000,100,mic,2.597746466800527,0.07220447282065916,2.576086210001449,2.5259477210009207,2.682417301199166,5,False,True,,,,,
B,5000,100,pearson,0.0006880242667951582,0.0006370096572192179,0.0005966175012872554,0.00037512770086323144,0.0014413703997888621,30,False,False,,,,,
B,5000,100,spearman,0.001548324466602935,0.00020494030895045428,0.0015340554991780664,0.0012531694004792372,0.0018473912497938723,30,False,False,,,,,
B,10000,100,xi_n,0.002347464066951943,0.0002344436955264576,0.0022192379992702627,0.002162886299993261,0.002670703750482062,30,False,False,,,,,
B,10000,100,mi,0.049586379766575796,0.009189025989032693,0.04819401349959662,0.04237380825034052,0.06522366940025676,30,False,False,,,,,
B,10000,100,dc,0.013011963833560004,0.0011679461334289792,0.012259598500349966,0.012156277349822631,0.015344687201195483,30,False,False,,,,,
B,10000,100,mic,5.50600473059967,0.22185967423553787,5.462472135999633,5.314878525400127,5.800727127598657,5,False,True,,,,,
B,10000,100,pearson,0.0005065160668285292,7.713162104043357e-05,0.0005167935005374602,0.0004097529995306104,0.0006196168505084641,30,False,False,,,,,
B,10000,100,spearman,0.002435764899807206,0.0001544045526145113,0.002373460500166402,0.0023089367990905886,0.00273222089972478,30,False,False,,,,,
B,30000,100,xi_n,0.00749225713340517,0.0008677720720007887,0.00705400249989907,0.006881456099381467,0.009322960650388264,30,False,False,,,,,
B,30000,100,mi,0.16516182013335007,0.022065738548822267,0.15886102200056484,0.14941528110002764,0.21721439770017234,30,False,False,,,,,
B,30000,100,dc,,,,,,0,True,,,,,,
B,30000,100,mic,32.91509260419989,0.27183471095503886,32.919464181000876,32.58059222800002,33.195376431599655,5,False,True,,,,,
B,30000,100,pearson,0.0007724020667107349,0.0002608609364016835,0.0007097429997884319,0.0006785721998312511,0.000882586549687403,30,False,False,,,,,
B,30000,100,spearman,0.008986593033599395,0.005374668041285773,0.007216345000415458,0.006775325899980089,0.01567882269910114,30,False,False,,,,,
B,50000,100,xi_n,0.012541257766861236,0.0006167026595903829,0.012220700499710802,0.012052232599762647,0.013756993099559623,30,False,False,,,,,
B,50000,100,mi,0.28599133006688743,0.028257549689208433,0.28030731249964447,0.26106611545019404,0.33750412490053333,30,False,False,,,,,
B,50000,100,dc,,,,,,0,True,,,,,,
B,50000,100,mic,97.64236103759977,1.4550929068819445,97.22636395900008,96.58986708819938,99.62843910179981,5,False,True,,,,,
B,50000,100,pearson,0.0008877382332987811,3.8591701018597856e-05,0.0008786984999460401,0.0008532060996003565,0.0009367481488880003,30,False,False,,,,,
B,50000,100,spearman,0.012492049600101989,0.00085211316703767,0.012210108000545006,0.01164853745030996,0.013978718050566386,30,False,False,,,,,
B,100000,100,xi_n,0.027546484166790227,0.0019313181266183393,0.0274314170001162,0.025940736800293962,0.029859738900813677,30,False,False,,,,,
B,100000,100,mi,0.6296239373000087,0.044113152759718575,0.6257664959994145,0.5843051041004401,0.7161659717501606,30,False,False,,,,,
B,100000,100,dc,,,,,,0,True,,,,,,
B,100000,100,mic,,,,,,0,True,,,,,,
B,100000,100,pearson,0.001323248133303423,8.914977418714981e-05,0.0013003089998164796,0.0012845174998801668,0.0013686230996427184,30,False,False,,,,,
B,100000,100,spearman,0.02644724203352477,0.0019911720775077266,0.025553305000357796,0.02465858525065414,0.03007919400015453,30,False,False,,,,,
C,1000,100,xi_n,0.00028283629962970734,3.586735189492369e-05,0.0002721519995247945,0.00024921799968069536,0.0003305196493784024,30,False,False,,,,,
C,1000,100,mi,0.006320857300185404,0.0016534438989062007,0.0064124755008379,0.004542255800515704,0.009147876950919452,30,False,False,,,,,
C,1000,100,dc,0.0013845020664424131,0.00038354051343577385,0.0012507874998846091,0.0009506580501692952,0.0021815278997564746,30,False,False,,,,,
C,1000,100,mic,1.4461071980003908,0.05958678705870397,1.4545219500014355,1.3744184501996641,1.5107454932007385,5,False,True,,,,,
C,1000,100,pearson,0.00035258636653452414,2.462150851329477e-05,0.00034320499980822206,0.0003305574002297362,0.00039867269915703216,30,False,False,,,,,
C,1000,100,spearman,0.000760221033488051,0.00015853590088592455,0.0007876809995650547,0.0005087188505967788,0.0009391630502250335,30,False,False,,,,,
C,5000,100,xi_n,0.0020135278001059,0.0006910581184861203,0.0017539400005261996,0.0013675644996510527,0.003244393650857091,30,False,False,,,,,
C,5000,100,mi,0.024052500999944944,0.004943003122000543,0.02129523999974481,0.02078350635010793,0.03382596140072562,30,False,False,,,,,
C,5000,100,dc,0.006036016500123272,0.000562062350679765,0.005736264999541163,0.005692724900654866,0.007263455849260935,30,False,False,,,,,
C,5000,100,mic,2.5575447619998157,0.0599254129083505,2.5570257649997075,2.501162179599851,2.6348640798001726,5,False,True,,,,,
C,5000,100,pearson,0.00038090603332724036,2.4903885999348393e-05,0.00037579099989670794,0.0003558080008588149,0.0004357114996309974,30,False,False,,,,,
C,5000,100,spearman,0.0014054554999650766,0.00015048930128430153,0.0013539129995479016,0.0012401291007336113,0.0016337662501427984,30,False,False,,,,,
C,10000,100,xi_n,0.0024483991335728207,5.3613333603782575e-05,0.002431192999210907,0.002414108300308726,0.0024991020505694904,30,False,False,,,,,
C,10000,100,mi,0.049447801233145586,0.006599084904306856,0.04810940599963942,0.04307907444945158,0.0643446617502377,30,False,False,,,,,
C,10000,100,dc,0.01314263273331259,0.001177562350105262,0.012443610999980592,0.012303098900611075,0.01565782650013716,30,False,False,,,,,
C,10000,100,mic,5.386094354199668,0.1749105621520106,5.342695037999874,5.2395144240002995,5.621367356198607,5,False,True,,,,,
C,10000,100,pearson,0.000503581599938722,8.387711224572443e-05,0.000533885499862663,0.00039762270034771063,0.0006126842504272645,30,False,False,,,,,
C,10000,100,spearman,0.002371092499864365,0.00010999858363378788,0.002333610499590577,0.0022907293995558576,0.00261549545057278,30,False,False,,,,,
C,30000,100,xi_n,0.009623253333423539,0.002345092691018345,0.008380274999581161,0.007288440850334155,0.014004796450535649,30,False,False,,,,,
C,30000,100,mi,0.1673551336667515,0.01968005276654403,0.1588243500009412,0.1494250294500489,0.20383227439970142,30,False,False,,,,,
C,30000,100,dc,,,,,,0,True,,,,,,
C,30000,100,mic,32.412561788800666,0.394809443983358,32.223478501999125,32.109171806601445,32.952317658400716,5,False,True,,,,,
C,30000,100,pearson,0.0007052098998125681,2.7766668684918545e-05,0.0007011669995335978,0.0006749688995114411,0.0007526611004323058,30,False,False,,,,,
C,30000,100,spearman,0.007388312899820448,0.0006289612833904265,0.007527825500801555,0.006804001149430405,0.007792428649554495,30,False,False,,,,,
C,50000,100,xi_n,0.012976160700054607,0.0007857481701501199,0.012427680499968119,0.012224535050154372,0.013974458699703974,30,False,False,,,,,
C,50000,100,mi,0.2835682587666573,0.02825972437070739,0.27067432049989293,0.2588694565003607,0.34542709214965717,30,False,False,,,,,
C,50000,100,dc,,,,,,0,True,,,,,,
C,50000,100,mic,90.18299490159916,0.3862429114752607,90.13767974399889,89.87996088259897,90.69908585539925,5,False,True,,,,,
C,50000,100,pearson,0.0009365970667204237,0.00023148012244062735,0.0008776269996815245,0.0008562798505408864,0.001149174200327251,30,False,False,,,,,
C,50000,100,spearman,0.012981404700015749,0.0012252280674483762,0.013058612999884645,0.011811884799590189,0.015263773800597843,30,False,False,,,,,
C,100000,100,xi_n,0.026820570999916526,0.0010992366492528815,0.026255899500029045,0.02587613470032011,0.029261068649338993,30,False,False,,,,,
C,100000,100,mi,0.6208131387667284,0.03954519541462984,0.617814475999694,0.5803782977998708,0.6827857496497017,30,False,False,,,,,
C,100000,100,dc,,,,,,0,True,,,,,,
C,100000,100,mic,,,,,,0,True,,,,,,
C,100000,100,pearson,0.001343269100167769,6.053656882315685e-05,0.0013319235004018992,0.0012754805497934285,0.001461742700757895,30,False,False,,,,,
C,100000,100,spearman,0.025715867266626447,0.0011460939511336282,0.02513787499992759,0.02466413440033648,0.02774704935000045,30,False,False,,,,,
